Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.852",,,"PATRIC.562.163959.562.163959.con.0001.CDS.877184.877633.fwd","PATRIC","CDS",877184,877633,450,"+",,"PLF_561_00002573","PGF_00014146",,149,,"Inner membrane protein YfeZ",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.853",,,"PATRIC.562.163959.562.163959.con.0001.CDS.877694.878269.fwd","PATRIC","CDS",877694,878269,576,"+",,"PLF_561_00002335","PGF_00036155",,191,,"Predicted outer membrane lipoprotein YfeY",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.854",,,"PATRIC.562.163959.562.163959.con.0001.CDS.878365.879264.fwd","PATRIC","CDS",878365,879264,900,"+",,"PLF_561_00001759","PGF_05986277",,299,,"Predicted dye-decolorizing peroxidase (DyP), YfeX-like subgroup",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.855",,,"PATRIC.562.163959.562.163959.con.0001.CDS.879504.880808.rev","PATRIC","CDS",879504,880808,1305,"-",,"PLF_561_00003846","PGF_00064241",,434,,"UPF0214 protein YfeW",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.856",,,"PATRIC.562.163959.562.163959.con.0001.CDS.880813.882237.rev","PATRIC","CDS",880813,882237,1425,"-",,"PLF_561_00000753","PGF_02648683",,474,,"PTS system, N-acetylmuramic acid-specific IIB component (EC 2.7.1.192) / PTS system, N-acetylmuramic acid-specific IIC component",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.857",,,"PATRIC.562.163959.562.163959.con.0001.CDS.882241.883137.rev","PATRIC","CDS",882241,883137,897,"-",,"PLF_561_00002498","PGF_00023835",,298,,"N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.858",,,"PATRIC.562.163959.562.163959.con.0001.CDS.883301.884158.fwd","PATRIC","CDS",883301,884158,858,"+",,"PLF_561_00003814","PGF_02987570",,285,,"Transcriptional regulator MurR, RpiR family",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.859",,,"PATRIC.562.163959.562.163959.con.0001.CDS.884287.885078.fwd","PATRIC","CDS",884287,885078,792,"+",,"PLF_561_00001996","PGF_00028704",,263,,"Oxidoreductase UcpA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.4",,,"PATRIC.562.163959.562.163959.con.0001.CDS.8844.9635.rev","PATRIC","CDS",8844,9635,792,"-",,"PLF_561_00022151","PGF_12665652",,263,,"Amino acid ABC transporter, substrate-binding protein YhdW",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.860",,,"PATRIC.562.163959.562.163959.con.0001.CDS.885382.886398.fwd","PATRIC","CDS",885382,886398,1017,"+",,"PLF_561_00002031","PGF_05442739",,338,,"Sulfate and thiosulfate binding protein CysP",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.861",,,"PATRIC.562.163959.562.163959.con.0001.CDS.886398.887231.fwd","PATRIC","CDS",886398,887231,834,"+",,"PLF_561_00002523","PGF_00054986",,277,,"Sulfate transport system permease protein CysT",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.862",,,"PATRIC.562.163959.562.163959.con.0001.CDS.887231.888106.fwd","PATRIC","CDS",887231,888106,876,"+",,"PLF_561_00002229","PGF_00054988",,291,,"Sulfate transport system permease protein CysW",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.863",,,"PATRIC.562.163959.562.163959.con.0001.CDS.888096.889193.fwd","PATRIC","CDS",888096,889193,1098,"+",,"PLF_561_00001385","PGF_05696702",,365,,"Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)","GO:0015419|sulfate transmembrane-transporting ATPase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.79",,,"PATRIC.562.163959.562.163959.con.0001.CDS.88845.89654.fwd","PATRIC","CDS",88845,89654,810,"+",,"PLF_561_00001878","PGF_06005828",,269,,"Phospholipid ABC transporter ATP-binding protein MlaF",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.864",,,"PATRIC.562.163959.562.163959.con.0001.CDS.889327.890238.fwd","PATRIC","CDS",889327,890238,912,"+",,"PLF_561_00002074","PGF_02104569",,303,,"Cysteine synthase B (EC 2.5.1.47)","GO:0004124|cysteine synthase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.865",,,"PATRIC.562.163959.562.163959.con.0001.CDS.890427.891161.rev","PATRIC","CDS",890427,891161,735,"-",,"PLF_561_00006309","PGF_12764594",,244,,"Molybdate metabolism regulator",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.866",,,"PATRIC.562.163959.562.163959.con.0001.CDS.891194.891568.rev","PATRIC","CDS",891194,891568,375,"-",,"PLF_561_00002944","PGF_00065551",,124,,"Uncharacterized protein YfeK",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.867",,,"PATRIC.562.163959.562.163959.con.0001.CDS.891673.892524.fwd","PATRIC","CDS",891673,892524,852,"+",,"PLF_561_00002666","PGF_03846068",,283,,"Pyridoxal kinase (EC 2.7.1.35)","GO:0008478|pyridoxal kinase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.868",,,"PATRIC.562.163959.562.163959.con.0001.CDS.892567.893076.rev","PATRIC","CDS",892567,893076,510,"-",,"PLF_561_00003117","PGF_01309240",,169,,"PTS system, glucose-specific IIA component (EC 2.7.1.199)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.869",,,"PATRIC.562.163959.562.163959.con.0001.CDS.893117.894844.rev","PATRIC","CDS",893117,894844,1728,"-",,"PLF_561_00000754","PGF_00033423",,575,,"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)","GO:0008965|phosphoenolpyruvate-protein phosphotransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.870",,,"PATRIC.562.163959.562.163959.con.0001.CDS.894889.895146.rev","PATRIC","CDS",894889,895146,258,"-",,"PLF_561_00002660","PGF_08051111",,85,,"Phosphotransferase system, phosphocarrier protein HPr",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.871",,,"PATRIC.562.163959.562.163959.con.0001.CDS.895530.896501.rev","PATRIC","CDS",895530,896501,972,"-",,"PLF_561_00002279","PGF_04405923",,323,,"Cysteine synthase (EC 2.5.1.47)","GO:0004124|cysteine synthase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.80",,,"PATRIC.562.163959.562.163959.con.0001.CDS.89662.90444.fwd","PATRIC","CDS",89662,90444,783,"+",,"PLF_561_00001879","PGF_07114837",,260,,"Phospholipid ABC transporter permease protein MlaE",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.872",,,"PATRIC.562.163959.562.163959.con.0001.CDS.896686.897447.rev","PATRIC","CDS",896686,897447,762,"-",,"PLF_561_00002230","PGF_06152571",,253,,"Sulfate transporter, CysZ-type",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.873",,,"PATRIC.562.163959.562.163959.con.0001.CDS.897677.898663.fwd","PATRIC","CDS",897677,898663,987,"+",,"PLF_561_00001410","PGF_00417104",,328,,"Cell division protein ZipA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.874",,,"PATRIC.562.163959.562.163959.con.0001.CDS.898734.900749.fwd","PATRIC","CDS",898734,900749,2016,"+",,"PLF_561_00001178","PGF_04333086",,671,,"DNA ligase (NAD(+)) (EC 6.5.1.2)","GO:0003911|DNA ligase (NAD+) activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.875",,,"PATRIC.562.163959.562.163959.con.0001.CDS.900751.900969.fwd","PATRIC","CDS",900751,900969,219,"+",,"PLF_561_00003048","PGF_08327623",,72,,"Uncharacterized protein YpeB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.876",,,"PATRIC.562.163959.562.163959.con.0001.CDS.900966.901964.rev","PATRIC","CDS",900966,901964,999,"-",,"PLF_561_00002513","PGF_00040502",,332,,"Uncharacterized protein YfeH",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.877",,,"PATRIC.562.163959.562.163959.con.0001.CDS.902054.902980.fwd","PATRIC","CDS",902054,902980,927,"+",,"PLF_561_00000201","PGF_04783600",,308,,"Transcriptional regulator YfeR, LysR family",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.878",,,"PATRIC.562.163959.562.163959.con.0001.CDS.903019.903783.rev","PATRIC","CDS",903019,903783,765,"-",,"PLF_561_00004018","PGF_00042488",,254,,"Uncharacterized outer membrane protein YfeN",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.879",,,"PATRIC.562.163959.562.163959.con.0001.CDS.904032.904865.fwd","PATRIC","CDS",904032,904865,834,"+",,"PLF_561_00004026","PGF_00066970",,277,,"Xanthosine phosphorylase (EC 2.4.2.1)","GO:0004731|purine-nucleoside phosphorylase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.81",,,"PATRIC.562.163959.562.163959.con.0001.CDS.90449.91000.fwd","PATRIC","CDS",90449,91000,552,"+",,"PLF_561_00001880","PGF_00973394",,183,,"Phospholipid ABC transporter substrate-binding protein MlaD",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.880",,,"PATRIC.562.163959.562.163959.con.0001.CDS.904925.906181.fwd","PATRIC","CDS",904925,906181,1257,"+",,"PLF_561_00003929","PGF_00066969",,418,,"Xanthosine permease",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.881",,,"PATRIC.562.163959.562.163959.con.0001.CDS.906234.906392.fwd","PATRIC","CDS",906234,906392,159,"+",,"PLF_561_00004029","PGF_00818774",,52,,"XapX-like protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.882",,,"PATRIC.562.163959.562.163959.con.0001.CDS.906433.907317.fwd","PATRIC","CDS",906433,907317,885,"+",,"PLF_561_00003937","PGF_00066968",,294,,"Xanthosine operon regulatory protein XapR, LysR family",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.883",,,"PATRIC.562.163959.562.163959.con.0001.CDS.908103.908234.rev","PATRIC","CDS",908103,908234,132,"-",,"PLF_561_00000194","PGF_00270527",,43,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.884",,,"PATRIC.562.163959.562.163959.con.0001.CDS.908238.909653.fwd","PATRIC","CDS",908238,909653,1416,"+",,"PLF_561_00000122","PGF_00008335",,471,,"Glutamyl-tRNA synthetase (EC 6.1.1.17)","GO:0004818|glutamate-tRNA ligase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.885",,,"PATRIC.562.163959.562.163959.con.0001.CDS.909705.910097.rev","PATRIC","CDS",909705,910097,393,"-",,"PLF_561_00025772","PGF_01640375",,130,,"Uncharacterized protein yfeC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.886",,,"PATRIC.562.163959.562.163959.con.0001.CDS.910099.910458.rev","PATRIC","CDS",910099,910458,360,"-",,"PLF_561_00000162","PGF_00042388",,119,,"Uncharacterized protein yfeC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.82",,,"PATRIC.562.163959.562.163959.con.0001.CDS.91019.91654.fwd","PATRIC","CDS",91019,91654,636,"+",,"PLF_561_00002003","PGF_10659937",,211,,"Phospholipid ABC transporter shuttle protein MlaC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.887",,,"PATRIC.562.163959.562.163959.con.0001.CDS.911078.913267.fwd","PATRIC","CDS",911078,913267,2190,"+",,"PLF_561_00030205","PGF_01625548",,729,,"c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeA","GO:0071111|cyclic-guanylate-specific phosphodiesterase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.888",,,"PATRIC.562.163959.562.163959.con.0001.CDS.913304.913444.rev","PATRIC","CDS",913304,913444,141,"-",,"PLF_561_00006432","PGF_01650283",,46,,"Mobile element protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.889",,,"PATRIC.562.163959.562.163959.con.0001.CDS.913467.914579.rev","PATRIC","CDS",913467,914579,1113,"-",,"PLF_561_00000084","PGF_04599657",,370,,"Transposase InsL for insertion sequence element IS186",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.890",,,"PATRIC.562.163959.562.163959.con.0001.CDS.914666.915868.rev","PATRIC","CDS",914666,915868,1203,"-",,"PLF_561_00000792","PGF_02314384",,400,,"Na+ dependent nucleoside transporter NupC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.891",,,"PATRIC.562.163959.562.163959.con.0001.CDS.916204.917442.fwd","PATRIC","CDS",916204,917442,1239,"+",,"PLF_561_00002200","PGF_00905234",,412,,"Manganese transport protein MntH",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.83",,,"PATRIC.562.163959.562.163959.con.0001.CDS.91654.91947.fwd","PATRIC","CDS",91654,91947,294,"+",,"PLF_561_00002426","PGF_00706508",,97,,"Phospholipid ABC transporter-binding protein MlaB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.892",,,"PATRIC.562.163959.562.163959.con.0001.CDS.917583.917909.rev","PATRIC","CDS",917583,917909,327,"-",,"PLF_561_00002860","PGF_03065060",,108,,"Uncharacterized protein YpeC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.893",,,"PATRIC.562.163959.562.163959.con.0001.CDS.918024.919280.rev","PATRIC","CDS",918024,919280,1257,"-",,"PLF_561_00000658","PGF_01084675",,418,,"Chloride channel protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.894",,,"PATRIC.562.163959.562.163959.con.0001.CDS.919484.920449.fwd","PATRIC","CDS",919484,920449,966,"+",,"PLF_561_00001422","PGF_00007844",,321,,"Glucokinase (EC 2.7.1.2)","GO:0004340|glucokinase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.895",,,"PATRIC.562.163959.562.163959.con.0001.CDS.920668.920994.fwd","PATRIC","CDS",920668,920994,327,"+",,"PLF_561_00001646","PGF_00029648",,108,,"PTS system, fructose-like IIB component FryB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.84",,,"PATRIC.562.163959.562.163959.con.0001.CDS.92092.92361.fwd","PATRIC","CDS",92092,92361,270,"+",,"PLF_561_00002050","PGF_01923866",,89,,"Acid stress protein IbaG",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.896",,,"PATRIC.562.163959.562.163959.con.0001.CDS.921016.922263.fwd","PATRIC","CDS",921016,922263,1248,"+",,"PLF_561_00000928","PGF_00029656",,415,,"PTS system, fructose-like IIC component FryC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.897",,,"PATRIC.562.163959.562.163959.con.0001.CDS.922278.923363.fwd","PATRIC","CDS",922278,923363,1086,"+",,"PLF_561_00000338","PGF_03750541",,361,,"Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.898",,,"PATRIC.562.163959.562.163959.con.0001.CDS.923363.924400.fwd","PATRIC","CDS",923363,924400,1038,"+",,"PLF_561_00002323","PGF_00026261",,345,,"Nondeblocking aminopeptidase YpdE (X-X-[^PR]- specific)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.85",,,"PATRIC.562.163959.562.163959.con.0001.CDS.92416.93675.fwd","PATRIC","CDS",92416,93675,1260,"+",,"PLF_561_00001229","PGF_00900122",,419,,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)","GO:0008760|UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.899",,,"PATRIC.562.163959.562.163959.con.0001.CDS.924425.926920.fwd","PATRIC","CDS",924425,926920,2496,"+",,"PLF_561_00000336","PGF_00033423",,831,,"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)","GO:0008965|phosphoenolpyruvate-protein phosphotransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.900",,,"PATRIC.562.163959.562.163959.con.0001.CDS.926923.927780.rev","PATRIC","CDS",926923,927780,858,"-",,"PLF_561_00000804","PGF_00065862",,285,,"Uncharacterized transcriptional regulator YpdC, AraC family",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.901",,,"PATRIC.562.163959.562.163959.con.0001.CDS.927793.928527.rev","PATRIC","CDS",927793,928527,735,"-",,"PLF_561_00000382","PGF_03376035",,244,,"Two-component transcriptional response regulator YpdB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.902",,,"PATRIC.562.163959.562.163959.con.0001.CDS.928542.930239.rev","PATRIC","CDS",928542,930239,1698,"-",,"PLF_561_00001032","PGF_00050592",,565,,"Sensor histidine kinase YpdA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.903",,,"PATRIC.562.163959.562.163959.con.0001.CDS.930615.931853.fwd","PATRIC","CDS",930615,931853,1239,"+",,"PLF_561_00002446","PGF_05498463",,412,,"Glutamate-pyruvate aminotransferase AlaC (EC 2.6.1.2)","GO:0004021|L-alanine:2-oxoglutarate aminotransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.904",,,"PATRIC.562.163959.562.163959.con.0001.CDS.931918.932034.rev","PATRIC","CDS",931918,932034,117,"-",,"PLF_561_00003530","PGF_00277782",,38,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.905",,,"PATRIC.562.163959.562.163959.con.0001.CDS.932345.933265.rev","PATRIC","CDS",932345,933265,921,"-",,"PLF_561_00001744","PGF_00017064",,306,,"Lipid A biosynthesis palmitoleoyltransferase (EC 2.3.1.242)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.906",,,"PATRIC.562.163959.562.163959.con.0001.CDS.933618.933860.fwd","PATRIC","CDS",933618,933860,243,"+",,"PLF_561_00002898","PGF_00065550",,80,,"Uncharacterized protein YfdY",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.907",,,"PATRIC.562.163959.562.163959.con.0001.CDS.933937.934212.rev","PATRIC","CDS",933937,934212,276,"-",,"PLF_561_00005851","PGF_00064783",,91,,"Uncharacterized lipoprotein YpdI",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.908",,,"PATRIC.562.163959.562.163959.con.0001.CDS.934508.935143.fwd","PATRIC","CDS",934508,935143,636,"+",,"PLF_561_00001547","PGF_00037990",,211,,"Protein YfdX",
